City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Malanje,AO,-9.5402,16.341,61.5,97,96,0.6,overcast clouds
697,Okhotsk,RU,59.3833,143.3,-5.94,87,9,19.46,clear sky
698,Sisimiut,GL,66.9395,-53.6735,34.97,91,100,14.41,light rain
699,Moron,AR,-34.6534,-58.6198,65.95,97,100,9.08,light rain
700,Pochutla,MX,15.7432,-96.4661,77.85,76,5,3.8,clear sky
701,Gazojak,TM,41.1875,61.4036,41.34,45,54,8.9,broken clouds
702,Hofn,IS,64.2539,-15.2082,34.75,82,81,4.97,broken clouds
703,Vardo,NO,70.3705,31.1107,22.41,81,100,24.07,overcast clouds
704,Tiarei,PF,-17.5333,-149.3333,77.02,78,82,13.96,light rain
705,San Miguel,SV,13.4833,-88.1833,70.72,63,0,3.38,clear sky
706,Kunming,CN,25.0389,102.7183,51.73,87,75,13.42,broken clouds
707,Buritis,BR,-15.6178,-46.4233,70.79,92,53,1.52,broken clouds
708,Ondangwa,NA,-17.9167,15.95,73.27,59,100,6.91,overcast clouds
709,Saint-Pierre,RE,-21.3393,55.4781,76.68,73,0,4.61,clear sky
710,Alcaniz,ES,41.05,-0.1333,44.94,81,99,26.28,overcast clouds
711,Saint-Louis,SN,16.3333,-15.0,72.07,28,96,13.18,overcast clouds
712,Methoni,GR,36.8197,21.7049,67.86,83,100,21.39,overcast clouds
713,Bintulu,MY,3.1667,113.0333,82.81,74,20,3.44,few clouds
